Time (s),Position (m),Velocity (m/s),Acceleration (m/s^2),EMF (V)
0.328,-0.08499101530323729,0.0,0.07267619805084724,-2.7591462191359197e-09
0.329,-0.08499101530323729,0.0,0.07267619805084724,-2.7953652947694915e-09
0.33,-0.08499101530323729,0.0,0.07267619805084724,-2.8316043232439313e-09
0.331,-0.08499101530323729,0.0,0.07267619805084724,-2.867863309580639e-09
0.332,-0.08499101530323729,0.0,0.07267619805084724,-2.904142262151096e-09
0.333,-0.08499101530323729,0.0,0.07267619805084724,-2.940441155842099e-09
0.334,-0.08499101530323729,0.0,0.07267619805084724,-2.976759977260353e-09
0.335,-0.08499101530323729,0.0,0.07267619805084724,-3.013098699619268e-09
0.336,-0.08499101530323729,0.0,0.07267619805084724,-3.0494572676710374e-09
0.337,-0.08499101530323729,0.0,0.07267619805084724,-3.085835646258004e-09
0.338,-0.08499101530323729,0.0,0.07267619805084724,-3.1222337466476763e-09
0.339,-0.08499101530323729,0.0,0.07267619805084724,-3.1586515253142237e-09
0.34,-0.08499101530323729,0.0,0.07267619805084724,-3.1950888751067378e-09
0.341,-0.08499101530323729,0.0,0.07267619805084724,-3.2315457123186764e-09
0.342,-0.08499101530323729,0.0,0.07267619805084724,-3.2680219164091448e-09
0.343,-0.08499101530323729,0.0,0.07267619805084724,-3.3045173835777294e-09
0.34400000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.3410319698478545e-09
0.34500000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.37756555300193e-09
0.34600000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.414117955578282e-09
0.34700000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.4506890218783576e-09
0.34800000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.4872785794631237e-09
0.34900000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.5238864324520747e-09
0.35000000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.560512373248107e-09
0.35100000000000003,-0.08499101530323729,0.0,0.07267619805084724,-3.597156192579074e-09
0.352,-0.08499101530323729,0.0,0.07267619805084724,-3.633817666105111e-09
0.353,-0.08499101530323729,0.0,0.07267619805084724,-3.6704965343291272e-09
0.354,-0.08499101530323729,0.0,0.07267619805084724,-3.7071925645397663e-09
0.355,-0.08499101530323729,0.0,0.07267619805084724,-3.743905472127966e-09
0.356,-0.08499101530323729,0.0,0.07267619805084724,-3.780634984202705e-09
0.357,-0.08499101530323729,0.0,0.07267619805084724,-3.817380802759762e-09
0.358,-0.08499101530323729,0.0,0.07267619805084724,-3.8541426147282305e-09
0.359,-0.08499101530323729,0.0,0.07267619805084724,-3.890920110387288e-09
0.36,-0.08499101530323729,0.0,0.07267619805084724,-3.92771293480821e-09
0.361,-0.08499101530323729,0.0,0.07267619805084724,-3.964520749809783e-09
0.362,-0.08499101530323729,0.0,0.07267619805084724,-4.001343177026773e-09
0.363,-0.08499101530323729,0.0,0.07267619805084724,-4.038179851488897e-09
0.364,-0.08499101530323729,0.0,0.07267619805084724,-4.075030361348717e-09
0.365,-0.08499101530323729,0.0,0.07267619805084724,-4.111894309826719e-09
0.366,-0.08499101530323729,0.0,0.07267619805084724,-4.148771263311103e-09
0.367,-0.08499101530323729,0.0,0.07267619805084724,-4.185660779817762e-09
0.368,-0.08499101530323729,0.0,0.07267619805084724,-4.222562403971773e-09
0.369,-0.08499101530323729,0.0,0.07267619805084724,-4.259475667004095e-09
0.37,-0.08499101530323729,0.0,0.07267619805084724,-4.29640007838008e-09
0.371,-0.08499101530323729,0.0,0.07267619805084724,-4.333335130824599e-09
0.372,-0.08499101530323729,0.0,0.07267619805084724,-4.370280308689803e-09
0.373,-0.08499101530323729,0.0,0.07267619805084724,-4.407235072892988e-09
0.374,-0.08499101530323729,0.0,0.07267619805084724,-4.444198865930963e-09
0.375,-0.08499101530323729,0.0,0.07267619805084724,-4.481171126956249e-09
0.376,-0.08499101530323729,0.0,0.07267619805084724,-4.5181512616358535e-09
0.377,-0.08499101530323729,0.0,0.07267619805084724,-4.555138662242248e-09
0.378,-0.08499101530323729,0.0,0.07267619805084724,-4.592132724398399e-09
0.379,-0.08499101530323729,0.0,0.07267619805084724,-4.629132788479468e-09
0.38,-0.08499101530323729,0.0,0.07267619805084724,-4.666138211599855e-09
0.381,-0.08499101530323729,0.0,0.07267619805084724,-4.703148307348958e-09
0.382,-0.08499101530323729,0.0,0.07267619805084724,-4.740162402705747e-09
0.383,-0.08499101530323729,0.0,0.07267619805084724,-4.777179764382053e-09
0.384,-0.08499101530323729,0.0,0.07267619805084724,-4.8141996825262175e-09
0.385,-0.08499101530323729,0.0,0.07267619805084724,-4.851221400410254e-09
0.386,-0.08499101530323729,0.0,0.07267619805084724,-4.8882441529363495e-09
0.387,-0.08499101530323729,0.0,0.07267619805084724,-4.92526715993753e-09
0.388,-0.08499101530323729,0.0,0.07267619805084724,-4.962289612784775e-09
0.389,-0.08499101530323729,0.0,0.07267619805084724,-4.999310686111066e-09
0.39,-0.08499101530323729,0.0,0.07267619805084724,-5.036329544502035e-09
0.391,-0.08499101530323729,0.0,0.07267619805084724,-5.073345329103083e-09
0.392,-0.08499101530323729,0.0,0.07267619805084724,-5.110357145905261e-09
0.393,-0.08499101530323729,0.0,0.07267619805084724,-5.147364100897967e-09
0.394,-0.08499101530323729,0.0,0.07267619805084724,-5.184365273284425e-09
0.395,-0.08499101530323729,0.0,0.07267619805084724,-5.221359718826382e-09
0.396,-0.08499101530323729,0.0,0.07267619805084724,-5.258346478223873e-09
0.397,-0.08499101530323729,0.0,0.07267619805084724,-5.2953245670591746e-09
0.398,-0.08499101530323729,0.0,0.07267619805084724,-5.332292975803018e-09
0.399,-0.08499101530323729,0.0,0.07267619805084724,-5.369250694928202e-09
0.4,-0.08499101530323729,0.0,0.07267619805084724,-5.406196661330622e-09
0.401,-0.08499101530323729,0.0,0.07267619805084724,-5.443129821956005e-09
0.402,-0.08499101530323729,0.0,0.07267619805084724,-5.4800490768663085e-09
0.403,-0.08499101530323729,0.0,0.07267619805084724,-5.516953329477707e-09
0.404,-0.08499101530323729,0.0,0.07267619805084724,-5.553841432980795e-09
0.405,-0.08499101530323729,0.0,0.07267619805084724,-5.5907122455834316e-09
0.406,-0.08499101530323729,0.0,0.07267619805084724,-5.627564585318554e-09
0.40700000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.664397256824151e-09
0.40800000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.701209032927739e-09
0.40900000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.737998681435848e-09
0.41000000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.7747649282992565e-09
0.41100000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.811506484401648e-09
0.41200000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.848222040539037e-09
0.41300000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.884910259039605e-09
0.41400000000000003,-0.08499101530323729,0.0,0.07267619805084724,-5.9215697838238696e-09
0.41500000000000004,-0.08499101530323729,0.0,0.07267619805084724,-5.958199225324768e-09
0.41600000000000004,-0.08499101530323729,0.0,0.07267619805084724,-5.9947971872759025e-09
0.417,-0.08499101530323729,0.0,0.07267619805084724,-6.0313622315629e-09
0.418,-0.08499101530323729,0.0,0.07267619805084724,-6.06789290667138e-09
0.419,-0.08499101530323729,0.0,0.07267619805084724,-6.104387730956847e-09
0.42,-0.08499101530323729,0.0,0.07267619805084724,-6.140845209378104e-09
0.421,-0.08499101530323729,0.0,0.07267619805084724,-6.17726380504267e-09
0.422,-0.08499101530323729,0.0,0.07267619805084724,-6.213641974356251e-09
0.423,-0.08499101530323729,0.0,0.07267619805084724,-6.249978128529054e-09
0.424,-0.08499101530323729,0.0,0.07267619805084724,-6.286270680437232e-09
0.425,-0.08499101530323729,0.0,0.07267619805084724,-6.322517986042772e-09
0.426,-0.08499101530323729,0.0,0.07267619805084724,-6.358718411345501e-09
0.427,-0.08499101530323729,0.06457564577033931,0.07267619805084724,-6.394870268778683e-09
0.428,-0.08492643965746695,0.1339516808193233,0.06516740203104059,-1.3810963416548443e-08
0.429,-0.08479248797664762,0.20353009426452334,0.04959162519158455,-2.1902016616614967e-08
0.43,-0.0845889578823831,0.2732844575593908,0.02592533516082574,-3.02243357907957e-08
0.431,-0.08431567342482371,0.34318202390626473,-0.005851927346079642,-3.885812039021405e-08
0.432,-0.08397249140091745,0.4131899638597084,-0.04575681384680794,-4.7889205203959123e-08
0.433,-0.08355930143705774,0.48327538079701554,-0.09380215848165746,-5.741157903096998e-08
0.434,-0.08307602605626073,0.553405326368898,-0.14999697020224004,-6.752947387364331e-08
0.435,-0.08252262072989183,0.623546815925512,-0.21434642675676394,-7.835981242538189e-08
0.436,-0.08189907391396632,0.6936668439130059,-0.2868518704690316,-9.003511284449016e-08
0.437,-0.08120540707005332,0.7637323992358219,-0.3675108058077537,-1.0270697501658221e-07
0.438,-0.08044167467081749,0.8337104805800146,-0.4563168987421523,-1.1655030521604706e-07
0.439,-0.07960796419023747,0.9035681116928918,-0.5532599778793639,-1.3176848066045656e-07
0.44,-0.07870439607854457,0.9732723566143148,-0.6583260373785381,-1.485997132376905e-07
0.441,-0.07773112372193025,1.0427903348550358,-0.771497241636017,-1.6732495042378033e-07
0.442,-0.07668833338707522,1.1120892365174895,-0.89275193173544,-1.8827775624470123e-07
0.443,-0.07557624415055773,1.1811363373544896,-1.0220646336560768,-2.1185675794103744e-07
0.444,-0.07439510781320324,1.249899013761321,-1.1594060682321807,-2.385414389137703e-07
0.445,-0.07314520879944192,1.3183447576967515,-1.3047431628555906,-2.6891232679119273e-07
0.446,-0.07182686404174517,1.3864411915285326,-1.4580390649133528,-3.0367699879505916e-07
0.447,-0.07044042285021664,1.4405614995372031,-1.619253156951554,-3.43703849794492e-07
0.448,-0.06899986135067943,1.438797085455119,-1.7867603080605317,-3.86415745771312e-07
0.449,-0.0675610642652243,1.4368653820524233,-1.95406229474136,-4.1956680156772593e-07
0.45,-0.06612419888317188,1.4347665288737805,-2.1211396647474556,-4.5627766647427684e-07
0.451,-0.0646894323542981,1.432500687187001,-2.287972982058361,-4.970107355651928e-07
0.452,-0.06325693166711109,1.4300680399830403,-2.4545428294056864,-5.422993764262358e-07
0.453,-0.061826863627128054,1.4274687919759996,-2.6208298107990626,-5.927605813078307e-07
0.454,-0.060399394835152054,1.4247031696031254,-2.7868145540520866,-6.491102040164461e-07
0.455,-0.05897469166554893,1.42177142102481,-2.952477713308264,-7.121813802399002e-07
0.456,-0.057552920244524124,1.4186738161245906,-3.1177999715669626,-7.829468860188692e-07
0.457,-0.05613424642839953,1.4154106465091507,-3.2827620432093574,-8.625463899077127e-07
0.458,-0.05471883578189038,1.4119822255083185,-3.4473446765243736,-9.52319815772087e-07
0.459,-0.05330685355638206,1.4083888881750681,-3.611528656234644,-1.053848373582888e-06
0.46,-0.051898464668206995,1.4046309912855193,-3.775294806022442,-1.1690052630600323e-06
0.461,-0.05049383367692148,1.4007089133389368,-3.9386239910556413,-1.3000186460126163e-06
0.462,-0.04909312476358254,1.3966230545577314,-4.101497120513658,-1.4495502695993611e-06
0.463,-0.047696501709024806,1.3923738368874587,-4.263895150113394,-1.6207941756601385e-06
0.464,-0.04630412787213735,1.3879617039968206,-4.425799084635193,-1.8176013520761436e-06
0.465,-0.04491616616814053,1.383387121277664,-4.587189980448775,-2.0446381139407922e-06
0.466,-0.04353277904686287,1.3786505758449812,-4.748048948039202,-2.3075886492521096e-06
0.467,-0.04215412847101789,1.37375257653691,-4.908357154532803,-2.6134158237456716e-06
0.468,-0.04078037589448098,1.368693653914734,-5.068095826223142,-2.9706994426289957e-06
0.46900000000000003,-0.03941168224056625,1.3634743602628825,-5.227246251096948,-3.3900783530533327e-06
0.47000000000000003,-0.038048207880303365,1.3580952695889292,-5.385789781360074,-3.884832990409163e-06
0.47100000000000003,-0.036690112610714434,1.3525569776235946,-5.543707835963438,-4.471659660452022e-06
0.47200000000000003,-0.035337555633090836,1.3468601018207436,-5.700981903128973,-5.171709201178008e-06
0.47300000000000003,-0.03399069553127009,1.3410052813573876,-5.857593542875572,-6.011994081627031e-06
0.47400000000000003,-0.032649690249912704,1.3349931771336825,-6.013524389545035,-7.027314800202099e-06
0.47500000000000003,-0.03131469707277902,1.3288244717729303,-6.168756154328022,-8.262927142083205e-06
0.47600000000000003,-0.029985872601006092,1.3224998696215784,-6.32327062778999,-9.778280194710704e-06
0.47700000000000004,-0.028663372731384515,1.3160200967492195,-6.4770496823971495,-1.165232363636549e-05
0.47800000000000004,-0.027347352634635294,1.309385900948592,-6.630075275042408,-1.3991149618917454e-05
0.47900000000000004,-0.0260379667336867,1.3025980517355797,-6.782329449571314,-1.693916427618207e-05
0.48,-0.02473536868195112,1.2956573403492122,-6.933794339308009,-2.0695689185335406e-05
0.481,-0.02343971134160191,1.2885645797516636,-7.084452169581174,-2.5540074346111383e-05
0.482,-0.022151146761850246,1.2813206046282546,-7.234285260249972,-3.1870425582139155e-05
0.483,-0.02086982615722199,1.2739262713874508,-7.383276028230001,-4.026458778082041e-05
0.484,-0.019595899885834538,1.2663824581608636,-7.53140699001924,-5.157836910549902e-05
0.485,-0.018329517427673674,1.2586900648032493,-7.678660764223992,-6.710764535798926e-05
0.486,-0.017070827362870425,1.2508500128925106,-7.825020074084835,-8.886291544597161e-05
0.487,-0.015819977349977914,1.242863245729695,-7.970467750002568,-0.00012004706141784787
0.488,-0.014577114104248218,1.2347307283389959,-8.114986732064162,-0.00016590944801025566
0.489,-0.013342383375909221,1.2264534474677518,-8.258560072568695,-0.00023531026267237798
0.49,-0.01211592992844147,1.2180324115864467,-8.401170938553317,-0.00034362984075737255
0.491,-0.010897897516855024,1.2094686508887103,-8.542802614319184,-0.0005181314586220938
0.492,-0.009688428865966313,1.200763217291318,-8.683438503957406,-0.0008071138734357902
0.493,-0.008487665648674996,1.1919171844341903,-8.823062133875002,-0.001291071325735105
0.494,-0.007295748464240805,1.1829316476803933,-8.961657155320838,-0.0020736723872513602
0.495,-0.006112816816560411,1.1738077241161384,-9.09920734691158,-0.0031635374477700672
0.496,-0.004939009092444273,1.164546552550783,-9.235696617157643,-0.00415414556228182
0.497,-0.0037744625398934903,1.1551492935168295,-9.37110900698913,-0.004234698230528522
0.498,-0.0026193132463766607,1.1456171292699262,-9.505428692281784,-0.003248733166924094
0.499,-0.0014736961171067345,1.1359512637888662,-9.638639986382938,-0.00192957284975416
0.5,-0.00033774485331786825,1.126152922775589,-9.770727342637457,-0.000778709149165301
0.501,0.0007884080694577208,1.116223353655179,-9.901675356913689,0.00020747967024073533
0.502,0.0019046314231129,1.1061638255758661,-10.031468770129408,0.0012088828823626212
0.503,0.003010795248688766,1.095975629409026,-10.160092470777764,0.002352582004832049
0.504,0.0041067708780977916,1.0856600777491794,-10.287531497453232,0.003487592266700648
0.505,0.005192430955846971,1.075218504913993,-10.413771041377556,0.004057121774581496
0.506,0.006267649460760964,1.0646522669442788,-10.538796448925693,0.00367079677076742
0.507,0.007332301727705243,1.0539627416039938,-10.662593224151772,0.0027264223653931862
0.508,0.008386264469309236,1.0431513283802416,-10.785147031315027,0.0018219586184537988
0.509,0.009429415797689479,1.0322194484832705,-10.906443697405754,0.0011793272406497351
0.51,0.01046163524617275,1.0211685448464738,-11.02646921467125,0.0007694458211274713
0.511,0.011482803791019222,1.0100000821263917,-11.145209743141772,0.0005143489829242304
0.512,0.012492803873145613,0.9987155467027087,-11.262651613156466,0.0003538833725142291
0.513,0.013491519419848321,0.9873164466782554,-11.37878132788934,0.00025049951278944844
0.514,0.014478835866526577,0.9758043118790072,-11.493585565875183,0.00018202396997231884
0.515,0.015454640178405584,0.964180693854086,-11.607051183535534,0.00013540982983687689
0.516,0.01641882087225967,0.9524471658757583,-11.719165217704612,0.00010285473596050364
0.517,0.01737126803813543,0.9406053229394367,-11.829914888155283,7.958168523886741e-05
0.518,0.018311873361074867,0.9286567817636786,-11.939287600124985,6.259042685648657e-05
0.519,0.019240530142838545,0.9166031807901879,-12.04727094684169,4.994861517643665e-05
0.52,0.020157133323628732,0.9044461801838127,-12.153852712049853,4.038168034077752e-05
0.521,0.021061579503812544,0.8921870303418435,-12.259020872536343,3.303008762501827e-05
0.522,0.021953766534154387,0.8798242900347294,-12.362763550483068,2.730223285531633e-05
0.523,0.022833590824189117,0.8673588832593768,-12.465068700487107,2.278318629680669e-05
0.524,0.023700949707448495,0.8547923329766003,-12.565924384587037,1.91770129180036e-05
0.525,0.024555742040425096,0.8421261679237195,-12.665318841909894,1.6269258935310662e-05
0.526,0.025397868208348814,0.82936192261456,-12.763240489342888,1.3902249060303245e-05
0.527,0.026227230130963373,0.8165011373394527,-12.859677922205046,1.195850698567508e-05
0.528,0.027043731268302826,0.8035453581652341,-12.954619914918934,1.0349430918977793e-05
0.529,0.02784727662646806,0.790496136935246,-13.048055421682333,9.007438100445192e-06
0.53,0.028637772763403305,0.7773550312693359,-13.13997357713992,7.880436924084228e-06
0.531,0.02941512779467264,0.7641236045638569,-13.23036369705496,6.927884753731306e-06
0.532,0.030179251399236495,0.750803425991667,-13.319215278980987,6.117941439754738e-06
0.533,0.030930054825228162,0.7373960705021307,-13.406518002933508,5.42539005334917e-06
0.534,0.031667450895730295,0.7239031188211171,-13.492261732061664,4.830101528016889e-06
0.535,0.03239135401455141,0.7103261574510014,-13.576436513319932,4.315889394102871e-06
0.536,0.033101680172002414,0.6966667786706638,-13.659032578139815,3.869647348835552e-06
0.537,0.033798346950673075,0.6829265805354906,-13.74004034310152,3.480693999722248e-06
0.538,0.03448127353120856,0.6691071668773731,-13.819450410605649,3.1402708240023173e-06
0.539,0.03515038069808594,0.6552101473047085,-13.897253569544878,2.841154469256179e-06
0.54,0.035805590845390645,0.641237137202399,-13.973440795975657,2.5773551146266317e-06
0.541,0.03644682798259304,0.6271897577318528,-14.048003253789888,2.3438801311461544e-06
0.542,0.03707401774032489,0.6130696358309835,-14.120932295386616,2.1365476671673708e-06
0.543,0.03768708737615588,0.5988784042142099,-14.192219462343708,1.9518386811750513e-06
0.544,0.038285965780370086,0.5846177013724567,-14.261856486089545,1.7867787864581952e-06
0.545,0.03887058348174254,0.570289171573154,-14.329835288574714,1.638843362307104e-06
0.546,0.039440872653315695,0.5558944648602369,-14.396147982943686,1.5058809364101305e-06
0.547,0.03999676711817593,0.541435237054147,-14.460786874206505,1.386050999999459e-06
0.548,0.04053820235523008,0.5269131497518305,-14.523744459910475,1.2777732879845177e-06
0.549,0.04106511550498191,0.5123298703267397,-14.585013430811852,1.1796862153546323e-06
0.55,0.04157744537530865,0.49768707192883216,-14.644586671547517,1.0906126635178171e-06
0.551,0.042075132447237484,0.48298643348457077,-14.702457261306684,1.0095316954591134e-06
0.552,0.04255811888072206,0.4682296396969241,-14.758618474502565,9.355550757614115e-07
0.553,0.04302634852041898,0.4534183810453666,-14.813063781444066,8.679077021112555e-07
0.554,0.043479766901464344,0.43855435378587726,-14.865786849007483,8.059112346448038e-07
0.555,0.04391832125525022,0.42363925995094187,-14.916781541308167,7.489703504098957e-07
0.556,0.04434196051520116,0.40867480734955053,-14.966041920372227,6.965611615158535e-07
0.557,0.04475063532255071,0.3936627095671996,-15.013562246808224,6.482214230855496e-07
0.558,0.04514429803211791,0.3786046859658907,-15.059336980478827,6.035422274697275e-07
0.559,0.045522902718083805,0.3635024616841308,-15.103360781172537,5.621609366322409e-07
0.56,0.045886405179767935,0.3483577676369328,-15.145628509275342,5.237551498580909e-07
0.561,0.04623476294740487,0.33317234051581435,-15.186135226442426,4.880375395790446e-07
0.562,0.046567935287920685,0.3179479227887997,-15.224876196269847,4.5475141766941784e-07
0.5630000000000001,0.04688588321070949,0.30268626270041765,-15.26184688496622,4.2366691807836513e-07
0.5640000000000001,0.04718856947340991,0.2873891142717029,-15.29704296202441,3.94577700919706e-07
0.5650000000000001,0.04747595858768161,0.2720582373001956,-15.33046030089321,3.6729809912037577e-07
0.5660000000000001,0.04774801682498181,0.2566953973599415,-15.362094979649049,3.416606414020619e-07
0.5670000000000001,0.048004712222341754,0.2413023658014919,-15.391943281667647,3.1751389634823106e-07
0.5680000000000001,0.048246014588143246,0.22588091975190328,-15.420001696295728,2.9472059067616274e-07
0.5690000000000001,0.04847189550789515,0.21043284211473778,-15.446266919522694,2.731559626304367e-07
0.5700000000000001,0.048682328350009886,0.19495992157006337,-15.470735854652313,2.527063169573278e-07
0.5710000000000001,0.04887728827157995,0.17946395257445302,-15.493405612974414,2.3326775332897624e-07
0.5720000000000001,0.049056752224154405,0.16394673536098536,-15.51427351443656,2.1474504403713724e-07
0.5730000000000001,0.04922069895951539,0.14841007593924505,-15.533337088315744,1.9705064049810876e-07
0.5740000000000001,0.049369109035454634,0.13285578609532156,-15.550594073890075,1.8010379087449266e-07
0.5750000000000001,0.049501964821549956,0.11728568339180989,-15.56604242111046,1.6382975363893464e-07
0.5760000000000001,0.049619250504941766,0.1017015911678113,-15.5796802912723,1.481590941653906e-07
0.577,0.04972095209610958,0.08610533853893332,-15.59150605768716,1.3302705290146127e-07
0.578,0.04980705743464851,0.07049876039728442,-15.60151830635448,1.1837297528935676e-07
0.579,0.049877556195045795,0.05488369741148347,-15.609715836633233,1.041397950514088e-07
0.58,0.04993243989245728,0.039261996026653256,-15.616097661913637,9.027356297611271e-08
0.581,0.04997170188848393,0.023635508464422306,-15.62066301028883,7.672301492700084e-08
0.582,0.04999533739694836,0.008006092722924074,-15.623411325226554,6.343917285109978e-08
0.583,0.05000334348967128,-0.00762438742320215,-15.624342266240848,5.0374973716060584e-08
0.584,0.04999571910224808,-0.02325406242281125,-15.623455709563732,3.748492147054114e-08
0.585,0.04997246503982527,-0.03888105694825328,-15.620751748816893,2.4724757736965344e-08
0.586,0.04993358398287701,-0.054503489895372126,-15.616230695683374,1.2051147193496247e-08
0.587,0.04987908049298164,-0.07011947438350674,-15.609893080579264,-5.786261433964451e-10
0.588,0.049808961018598136,-0.08572711775549013,-15.601739653325366,-1.3206955268345217e-08
0.589,0.04972323390084264,-0.10132452157765004,-15.591771383818912,-2.587620261890999e-08
0.59,0.04962190937926499,-0.11690978163980881,-15.579989462705234,-3.8628991975000126e-08
0.591,0.049504999597625186,-0.1324809879552824,-15.566395302049441,-5.150850318099734e-08
0.592,0.0493725186096699,-0.14803622476088307,-15.550990536008129,-6.455877309073852e-08
0.593,0.04922448238490902,-0.16357357051691568,-15.533777021501049,-7.78250061692002e-08
0.594,0.0490609088143921,-0.17909109790718047,-15.514756838882803,-9.135389863993726e-08
0.595,0.04888181771648492,-0.19458687383897222,-15.493932292614526,-1.0519397981622609e-07
0.596,0.04868723084264595,-0.21005895944308017,-15.471305911935577,-1.1939597498733843e-07
0.597,0.04847717188320287,-0.22550546865521653,-15.446880451535218,-1.3401319445197775e-07
0.598,0.04825166641454765,-0.24092630212283023,-15.420658885412518,-1.4910200414951796e-07
0.599,0.04801074011242482,-0.256320391446383,-15.392644199119166,-1.647238028997673e-07
0.6,0.04775441972097844,-0.2716857954947034,-15.362839502439353,-1.8094322274477523e-07
0.601,0.04748273392548374,-0.2870205849364379,-15.331248130870202,-1.9782871700521806e-07
0.602,0.0471957133405473,-0.30232284224005135,-15.297873644249686,-2.1545391837263053e-07
0.603,0.04689339049830725,-0.31759066167382666,-15.262719825384567,-2.3389832209079076e-07
0.604,0.04657579983663342,-0.33282214930586496,-15.225790678678308,-2.532480488345779e-07
0.605,0.04624297768732756,-0.3480154230040855,-15.187090428759019,-2.7359669973890697e-07
0.606,0.04589496226432348,-0.3631686124362258,-15.146623519107381,-2.950463180978118e-07
0.607,0.045531793651887253,-0.3782798590698414,-15.104394610684565,-3.1770847440687077e-07
0.608,0.045153513792817415,-0.3933473161723062,-15.060408580560164,-3.417054943434718e-07
0.609,0.04476016647664511,-0.408369148810812,-15.014670520540129,-3.6717185263457847e-07
0.61,0.0443517973278343,-0.4233435338523691,-14.967185735794688,-3.942557594180313e-07
0.611,0.04392845379398193,-0.43826865996380565,-14.917959743486271,-4.2312097089160527e-07
0.612,0.043490185134018124,-0.4531427276117682,-14.866998271397458,-4.539488612190764e-07
0.613,0.04303704240640636,-0.4679639490627214,-14.81430725655888,-4.869407998764591e-07
0.614,0.04256907845734364,-0.48273054838294793,-14.75989284387717,-5.223208865873662e-07
0.615,0.04208634790896069,-0.4974407614385489,-14.70376138476287,-5.603391060263712e-07
0.616,0.04158890714752214,-0.5120928358954435,-14.645919435758389,-6.012749765368806e-07
0.617,0.0410768143116267,-0.5266850312193687,-14.586373757165896,-6.454417816700794e-07
0.618,0.040550129280407333,-0.5412156186758805,-14.525131311675274,-6.931914914195174e-07
0.619,0.040008913661731454,-0.5556828813303523,-14.462199262992032,-7.449205017213495e-07
0.62,0.039453230780401104,-0.5700851140479757,-14.397584974465245,-8.010763480023667e-07
0.621,0.038883145666353126,-0.584420623493761,-14.33129600771548,-8.621655815929521e-07
0.622,0.03829872504285937,-0.5986877281325361,-14.263340121262718,-9.287630390952632e-07
0.623,0.037700037314726834,-0.6128847582289478,-14.193725269154283,-1.0015227861996435e-06
0.624,0.03708715255649789,-0.6270100558474601,-14.122459599592778,-1.0811910809801236e-06
0.625,0.036460142500650425,-0.6410619748523558,-14.049551453564003,-1.1686217825530498e-06
0.626,0.03581908052579807,-0.6550388809077359,-13.975009363464892,-1.264794731379447e-06
0.627,0.03516404164489033,-0.6689391514775191,-13.898842051731435,-1.3708377560707368e-06
0.628,0.03449510249341281,-0.682761175825443,-13.821058429466605,-1.4880531237510227e-06
0.629,0.03381234131758737,-0.6965033550150627,-13.7416675950683,-1.617949459302445e-06
0.63,0.03311583796257231,-0.7101641019097515,-13.660678832857245,-1.762280425969661e-06
0.631,0.03240567386066256,-0.7237418411727016,-13.57810161170495,-1.9230918051306253e-06
0.632,0.03168193201948986,-0.7372350092669223,-13.493945583661613,-2.102779061659816e-06
0.633,0.030944697010222934,-0.7506420544552421,-13.408220582584065,-2.304158068162674e-06
0.634,0.030194054955767692,-0.7639614368003069,-13.320936622763686,-2.530552432814108e-06
0.635,0.029430093518967384,-0.7771916281645812,-13.232103897554348,-2.7859018977022978e-06
0.636,0.0286529018908028,-0.7903311122103474,-13.141732778000327,-3.0748976370515875e-06
0.637,0.027862570778592454,-0.8033783843997063,-13.04983381146424,-3.403152114822178e-06
0.638,0.027059192394192747,-0.8163319519945766,-12.956417720254972,-3.7774136377030287e-06
0.639,0.02624286044219817,-0.8291903340566956,-12.8614954002556,-4.2058391178634696e-06
0.64,0.025413670108141474,-0.8419520614476186,-12.765077919551334,-4.698343207061972e-06
0.641,0.024571718046693856,-0.8546156768287183,-12.667176517057426,-5.267048413559986e-06
0.642,0.02371710236986514,-0.8671797346611869,-12.56780260114711,-5.92686984904745e-06
0.643,0.022849922635203954,-0.8796428012060341,-12.46696774827953,-6.696281035899668e-06
0.644,0.021970279833997918,-0.8920034545240875,-12.364683701627666,-7.598325481557163e-06
0.645,0.02107827637947383,-0.9042602844759932,-12.26096236970626,-8.661965145212019e-06
0.646,0.02017401609499784,-0.9164118927222155,-12.155815824999749,-9.923895561686405e-06
0.647,0.019257604202275624,-0.9284568927230367,-12.049256302590187,-1.1431014607891412e-05
0.648,0.01832914730955259,-0.9403939097385577,-11.941296198785185,-1.3243817759834315e-05
0.649,0.017388753399814032,-0.9522215808286967,-11.831948069745819,-1.544112334944582e-05
0.65,0.016436531818985335,-0.9639385548531909,-11.721224630114575,-1.8126733148864276e-05
0.651,0.015472593264132145,-0.9755434924715956,-11.609138751643272,-2.1438950311795338e-05
0.652,0.01449704977166055,-0.9870350661432836,-11.495703461820995,-2.5564382100333373e-05
